"index","name","rating","price","description","region","href","touroperator","date_tour","nights","type_room","meal","full_price","hotel_name","star","price_hotel","currency","district","city","meters_sea","modified_city","modified_distinct","modified_meters_sea"
0,Ibis Phuket Kata 3*,"4.0","141 670","Уютный современный отель с удачным расположением относительно пляжа и инфраструктуры курорта. В распоряжении гостей открытый бассейн, ресторан и бар, бильярд, бесплатный Wi-Fi. Подойдет для всех категорий отдыхающих.","Ката, Пхукет, 300 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=ibis-phuket-kata,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",standard room,BB - Только завтрак,"141 670 РУБ",Ibis Phuket Kata,"3",141670.0,РУБ,Ката,Пхукет,"300 м",Пхукет,Ката,"300 м"
1,Ibis Phuket Kata 3*,"4.0","141 670","Уютный современный отель с удачным расположением относительно пляжа и инфраструктуры курорта. В распоряжении гостей открытый бассейн, ресторан и бар, бильярд, бесплатный Wi-Fi. Подойдет для всех категорий отдыхающих.","Ката, Пхукет, 300 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=ibis-phuket-kata,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",family room,BB - Только завтрак,"147 557 РУБ",Ibis Phuket Kata,"3",147557.0,РУБ,Ката,Пхукет,"300 м",Пхукет,Ката,"300 м"
2,Ibis Phuket Kata 3*,"4.0","141 670","Уютный современный отель с удачным расположением относительно пляжа и инфраструктуры курорта. В распоряжении гостей открытый бассейн, ресторан и бар, бильярд, бесплатный Wi-Fi. Подойдет для всех категорий отдыхающих.","Ката, Пхукет, 300 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=ibis-phuket-kata,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",family room,BB - Только завтрак,"148 201 РУБ",Ibis Phuket Kata,"3",148201.0,РУБ,Ката,Пхукет,"300 м",Пхукет,Ката,"300 м"
3,Ibis Phuket Kata 3*,"4.0","141 670","Уютный современный отель с удачным расположением относительно пляжа и инфраструктуры курорта. В распоряжении гостей открытый бассейн, ресторан и бар, бильярд, бесплатный Wi-Fi. Подойдет для всех категорий отдыхающих.","Ката, Пхукет, 300 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=ibis-phuket-kata,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",standard room,Без питания,"150 225 РУБ",Ibis Phuket Kata,"3",150225.0,РУБ,Ката,Пхукет,"300 м",Пхукет,Ката,"300 м"
4,Ibis Phuket Kata 3*,"4.0","141 670","Уютный современный отель с удачным расположением относительно пляжа и инфраструктуры курорта. В распоряжении гостей открытый бассейн, ресторан и бар, бильярд, бесплатный Wi-Fi. Подойдет для всех категорий отдыхающих.","Ката, Пхукет, 300 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=ibis-phuket-kata,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",standard room,BB - Только завтрак,"151 697 РУБ",Ibis Phuket Kata,"3",151697.0,РУБ,Ката,Пхукет,"300 м",Пхукет,Ката,"300 м"
5,Ibis Phuket Kata 3*,"4.0","141 670","Уютный современный отель с удачным расположением относительно пляжа и инфраструктуры курорта. В распоряжении гостей открытый бассейн, ресторан и бар, бильярд, бесплатный Wi-Fi. Подойдет для всех категорий отдыхающих.","Ката, Пхукет, 300 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=ibis-phuket-kata,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",standard room,BB - Только завтрак,"152 617 РУБ",Ibis Phuket Kata,"3",152617.0,РУБ,Ката,Пхукет,"300 м",Пхукет,Ката,"300 м"
6,Ibis Phuket Kata 3*,"4.0","141 670","Уютный современный отель с удачным расположением относительно пляжа и инфраструктуры курорта. В распоряжении гостей открытый бассейн, ресторан и бар, бильярд, бесплатный Wi-Fi. Подойдет для всех категорий отдыхающих.","Ката, Пхукет, 300 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=ibis-phuket-kata,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",family room,BB - Только завтрак,"157 585 РУБ",Ibis Phuket Kata,"3",157585.0,РУБ,Ката,Пхукет,"300 м",Пхукет,Ката,"300 м"
7,Ibis Phuket Kata 3*,"4.0","141 670","Уютный современный отель с удачным расположением относительно пляжа и инфраструктуры курорта. В распоряжении гостей открытый бассейн, ресторан и бар, бильярд, бесплатный Wi-Fi. Подойдет для всех категорий отдыхающих.","Ката, Пхукет, 300 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=ibis-phuket-kata,TezTour,"2025-09-04 00:00:00","7 нч",standard room,BB - Только завтрак,"159 434 РУБ",Ibis Phuket Kata,"3",159434.0,РУБ,Ката,Пхукет,"300 м",Пхукет,Ката,"300 м"
8,Ibis Phuket Kata 3*,"4.0","141 670","Уютный современный отель с удачным расположением относительно пляжа и инфраструктуры курорта. В распоряжении гостей открытый бассейн, ресторан и бар, бильярд, бесплатный Wi-Fi. Подойдет для всех категорий отдыхающих.","Ката, Пхукет, 300 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=ibis-phuket-kata,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",family room,BB - Только завтрак,"162 368 РУБ",Ibis Phuket Kata,"3",162368.0,РУБ,Ката,Пхукет,"300 м",Пхукет,Ката,"300 м"
9,Ibis Phuket Kata 3*,"4.0","141 670","Уютный современный отель с удачным расположением относительно пляжа и инфраструктуры курорта. В распоряжении гостей открытый бассейн, ресторан и бар, бильярд, бесплатный Wi-Fi. Подойдет для всех категорий отдыхающих.","Ката, Пхукет, 300 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=ibis-phuket-kata,Lets Fly,"2025-09-08 00:00:00","8 + 1 нч",standard room,BB - Только завтрак,"162 687 РУБ",Ibis Phuket Kata,"3",162687.0,РУБ,Ката,Пхукет,"300 м",Пхукет,Ката,"300 м"
10,Naithonburi 4*,"4.5","145 073","Отель через дорогу от моря, построен в тайском стиле. За территорией отеля высятся горы, покрытые тропической зеленью. Гостеприимная атмосфера, дружелюбный персонал. Вариант для спокойного отдыха пар и семей.","Най Тхон, Пхукет, 40 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=naithonburi,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",superior room roh,BB - Только завтрак,"145 073 РУБ",Naithonburi,"4",145073.0,РУБ,Най Тхон,Пхукет,"40 м",Пхукет,Най Тхон,"40 м"
11,Naithonburi 4*,"4.5","145 073","Отель через дорогу от моря, построен в тайском стиле. За территорией отеля высятся горы, покрытые тропической зеленью. Гостеприимная атмосфера, дружелюбный персонал. Вариант для спокойного отдыха пар и семей.","Най Тхон, Пхукет, 40 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=naithonburi,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",superior pool view,BB - Только завтрак,"148 753 РУБ",Naithonburi,"4",148753.0,РУБ,Най Тхон,Пхукет,"40 м",Пхукет,Най Тхон,"40 м"
12,Naithonburi 4*,"4.5","145 073","Отель через дорогу от моря, построен в тайском стиле. За территорией отеля высятся горы, покрытые тропической зеленью. Гостеприимная атмосфера, дружелюбный персонал. Вариант для спокойного отдыха пар и семей.","Най Тхон, Пхукет, 40 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=naithonburi,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",superior pool view,BB - Только завтрак,"149 396 РУБ",Naithonburi,"4",149396.0,РУБ,Най Тхон,Пхукет,"40 м",Пхукет,Най Тхон,"40 м"
13,Naithonburi 4*,"4.5","145 073","Отель через дорогу от моря, построен в тайском стиле. За территорией отеля высятся горы, покрытые тропической зеленью. Гостеприимная атмосфера, дружелюбный персонал. Вариант для спокойного отдыха пар и семей.","Най Тхон, Пхукет, 40 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=naithonburi,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",deluxe pool view,BB - Только завтрак,"153 537 РУБ",Naithonburi,"4",153537.0,РУБ,Най Тхон,Пхукет,"40 м",Пхукет,Най Тхон,"40 м"
14,Naithonburi 4*,"4.5","145 073","Отель через дорогу от моря, построен в тайском стиле. За территорией отеля высятся горы, покрытые тропической зеленью. Гостеприимная атмосфера, дружелюбный персонал. Вариант для спокойного отдыха пар и семей.","Най Тхон, Пхукет, 40 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=naithonburi,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",deluxe pool view,BB - Только завтрак,"154 364 РУБ",Naithonburi,"4",154364.0,РУБ,Най Тхон,Пхукет,"40 м",Пхукет,Най Тхон,"40 м"
15,Naithonburi 4*,"4.5","145 073","Отель через дорогу от моря, построен в тайском стиле. За территорией отеля высятся горы, покрытые тропической зеленью. Гостеприимная атмосфера, дружелюбный персонал. Вариант для спокойного отдыха пар и семей.","Най Тхон, Пхукет, 40 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=naithonburi,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",superior room roh,BB - Только завтрак,"155 101 РУБ",Naithonburi,"4",155101.0,РУБ,Най Тхон,Пхукет,"40 м",Пхукет,Най Тхон,"40 м"
16,Naithonburi 4*,"4.5","145 073","Отель через дорогу от моря, построен в тайском стиле. За территорией отеля высятся горы, покрытые тропической зеленью. Гостеприимная атмосфера, дружелюбный персонал. Вариант для спокойного отдыха пар и семей.","Най Тхон, Пхукет, 40 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=naithonburi,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",superior room roh,BB - Только завтрак,"156 297 РУБ",Naithonburi,"4",156297.0,РУБ,Най Тхон,Пхукет,"40 м",Пхукет,Най Тхон,"40 м"
17,Naithonburi 4*,"4.5","145 073","Отель через дорогу от моря, построен в тайском стиле. За территорией отеля высятся горы, покрытые тропической зеленью. Гостеприимная атмосфера, дружелюбный персонал. Вариант для спокойного отдыха пар и семей.","Най Тхон, Пхукет, 40 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=naithonburi,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",superior pool view,BB - Только завтрак,"158 781 РУБ",Naithonburi,"4",158781.0,РУБ,Най Тхон,Пхукет,"40 м",Пхукет,Най Тхон,"40 м"
18,Naithonburi 4*,"4.5","145 073","Отель через дорогу от моря, построен в тайском стиле. За территорией отеля высятся горы, покрытые тропической зеленью. Гостеприимная атмосфера, дружелюбный персонал. Вариант для спокойного отдыха пар и семей.","Най Тхон, Пхукет, 40 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=naithonburi,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",superior pool view,BB - Только завтрак,"159 976 РУБ",Naithonburi,"4",159976.0,РУБ,Най Тхон,Пхукет,"40 м",Пхукет,Най Тхон,"40 м"
19,Naithonburi 4*,"4.5","145 073","Отель через дорогу от моря, построен в тайском стиле. За территорией отеля высятся горы, покрытые тропической зеленью. Гостеприимная атмосфера, дружелюбный персонал. Вариант для спокойного отдыха пар и семей.","Най Тхон, Пхукет, 40 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=naithonburi,Мальдивиана,"2025-09-03 00:00:00","7 нч",superior room roh,BB - Только завтрак,"160 879 РУБ",Naithonburi,"4",160879.0,РУБ,Най Тхон,Пхукет,"40 м",Пхукет,Най Тхон,"40 м"
20,Pattaya Park 3*,"3.9","123 455","Отель на юге Паттайи через пешеходную дорогу от моря, в 10 минутах езды до центральной части города. Состоит из двух корпусов и представляет собой комплекс с полной инфраструктурой, необходимой для отдыха. Имеет свой аквапарк и комплекс аттракционов.","Пратамнак Хилл, Паттайя, 250 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=pattaya-park,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",standard,BB - Только завтрак,"123 455 РУБ",Pattaya Park,"3",123455.0,РУБ,Пратамнак Хилл,Паттайя,"250 м",Паттайя,Пратамнак Хилл,"250 м"
21,Pattaya Park 3*,"3.9","123 455","Отель на юге Паттайи через пешеходную дорогу от моря, в 10 минутах езды до центральной части города. Состоит из двух корпусов и представляет собой комплекс с полной инфраструктурой, необходимой для отдыха. Имеет свой аквапарк и комплекс аттракционов.","Пратамнак Хилл, Паттайя, 250 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=pattaya-park,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",deluxe,BB - Только завтрак,"136 794 РУБ",Pattaya Park,"3",136794.0,РУБ,Пратамнак Хилл,Паттайя,"250 м",Паттайя,Пратамнак Хилл,"250 м"
22,Pattaya Park 3*,"3.9","123 455","Отель на юге Паттайи через пешеходную дорогу от моря, в 10 минутах езды до центральной части города. Состоит из двух корпусов и представляет собой комплекс с полной инфраструктурой, необходимой для отдыха. Имеет свой аквапарк и комплекс аттракционов.","Пратамнак Хилл, Паттайя, 250 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=pattaya-park,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",mini suite,BB - Только завтрак,"140 197 РУБ",Pattaya Park,"3",140197.0,РУБ,Пратамнак Хилл,Паттайя,"250 м",Паттайя,Пратамнак Хилл,"250 м"
23,Pattaya Park 3*,"3.9","123 455","Отель на юге Паттайи через пешеходную дорогу от моря, в 10 минутах езды до центральной части города. Состоит из двух корпусов и представляет собой комплекс с полной инфраструктурой, необходимой для отдыха. Имеет свой аквапарк и комплекс аттракционов.","Пратамнак Хилл, Паттайя, 250 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=pattaya-park,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",mini suite,BB - Только завтрак,"148 753 РУБ",Pattaya Park,"3",148753.0,РУБ,Пратамнак Хилл,Паттайя,"250 м",Паттайя,Пратамнак Хилл,"250 м"
24,Pattaya Park 3*,"3.9","123 455","Отель на юге Паттайи через пешеходную дорогу от моря, в 10 минутах езды до центральной части города. Состоит из двух корпусов и представляет собой комплекс с полной инфраструктурой, необходимой для отдыха. Имеет свой аквапарк и комплекс аттракционов.","Пратамнак Хилл, Паттайя, 250 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=pattaya-park,Lets Fly,"2025-09-08 00:00:00","9 + 1 нч",standard,BB - Только завтрак,"150 494 РУБ",Pattaya Park,"3",150494.0,РУБ,Пратамнак Хилл,Паттайя,"250 м",Паттайя,Пратамнак Хилл,"250 м"
25,Pattaya Park 3*,"3.9","123 455","Отель на юге Паттайи через пешеходную дорогу от моря, в 10 минутах езды до центральной части города. Состоит из двух корпусов и представляет собой комплекс с полной инфраструктурой, необходимой для отдыха. Имеет свой аквапарк и комплекс аттракционов.","Пратамнак Хилл, Паттайя, 250 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=pattaya-park,Lets Fly,"2025-09-08 00:00:00","8 + 1 нч",standard,BB - Только завтрак,"151 447 РУБ",Pattaya Park,"3",151447.0,РУБ,Пратамнак Хилл,Паттайя,"250 м",Паттайя,Пратамнак Хилл,"250 м"
26,Pattaya Park 3*,"3.9","123 455","Отель на юге Паттайи через пешеходную дорогу от моря, в 10 минутах езды до центральной части города. Состоит из двух корпусов и представляет собой комплекс с полной инфраструктурой, необходимой для отдыха. Имеет свой аквапарк и комплекс аттракционов.","Пратамнак Хилл, Паттайя, 250 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=pattaya-park,Lets Fly,"2025-09-08 00:00:00","9 + 1 нч",standard,BB - Только завтрак,"154 366 РУБ",Pattaya Park,"3",154366.0,РУБ,Пратамнак Хилл,Паттайя,"250 м",Паттайя,Пратамнак Хилл,"250 м"
27,Pattaya Park 3*,"3.9","123 455","Отель на юге Паттайи через пешеходную дорогу от моря, в 10 минутах езды до центральной части города. Состоит из двух корпусов и представляет собой комплекс с полной инфраструктурой, необходимой для отдыха. Имеет свой аквапарк и комплекс аттракционов.","Пратамнак Хилл, Паттайя, 250 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=pattaya-park,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",family suite,BB - Только завтрак,"154 640 РУБ",Pattaya Park,"3",154640.0,РУБ,Пратамнак Хилл,Паттайя,"250 м",Паттайя,Пратамнак Хилл,"250 м"
28,Pattaya Park 3*,"3.9","123 455","Отель на юге Паттайи через пешеходную дорогу от моря, в 10 минутах езды до центральной части города. Состоит из двух корпусов и представляет собой комплекс с полной инфраструктурой, необходимой для отдыха. Имеет свой аквапарк и комплекс аттракционов.","Пратамнак Хилл, Паттайя, 250 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=pattaya-park,Интурист,"2025-09-10 00:00:00","7 нч",standard,BB - Только завтрак,"154 765 РУБ",Pattaya Park,"3",154765.0,РУБ,Пратамнак Хилл,Паттайя,"250 м",Паттайя,Пратамнак Хилл,"250 м"
29,Pattaya Park 3*,"3.9","123 455","Отель на юге Паттайи через пешеходную дорогу от моря, в 10 минутах езды до центральной части города. Состоит из двух корпусов и представляет собой комплекс с полной инфраструктурой, необходимой для отдыха. Имеет свой аквапарк и комплекс аттракционов.","Пратамнак Хилл, Паттайя, 250 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=pattaya-park,Интурист,"2025-09-08 00:00:00","7 нч",standard,BB - Только завтрак,"154 833 РУБ",Pattaya Park,"3",154833.0,РУБ,Пратамнак Хилл,Паттайя,"250 м",Паттайя,Пратамнак Хилл,"250 м"
30,Kata Sea Breeze 3*,"4.2","140 933","Отель, состоящий из трех корпусов, располагает 4 бассейнами. Отель в юго-западной части острова, примерно в 500 м от пляжа Ката. К услугам гостей: спа-салон с тренажерным залом, ресторан, несколько баров, детская игровая комната.","Ката, Пхукет, 500 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=kata-sea-breeze,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",sea breeze room,BB - Только завтрак,"140 933 РУБ",Kata Sea Breeze,"3",140933.0,РУБ,Ката,Пхукет,"500 м",Пхукет,Ката,"500 м"
31,Kata Sea Breeze 3*,"4.2","140 933","Отель, состоящий из трех корпусов, располагает 4 бассейнами. Отель в юго-западной части острова, примерно в 500 м от пляжа Ката. К услугам гостей: спа-салон с тренажерным залом, ресторан, несколько баров, детская игровая комната.","Ката, Пхукет, 500 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=kata-sea-breeze,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",greenery room,BB - Только завтрак,"144 521 РУБ",Kata Sea Breeze,"3",144521.0,РУБ,Ката,Пхукет,"500 м",Пхукет,Ката,"500 м"
32,Kata Sea Breeze 3*,"4.2","140 933","Отель, состоящий из трех корпусов, располагает 4 бассейнами. Отель в юго-западной части острова, примерно в 500 м от пляжа Ката. К услугам гостей: спа-салон с тренажерным залом, ресторан, несколько баров, детская игровая комната.","Ката, Пхукет, 500 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=kata-sea-breeze,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",sea breeze room,BB - Только завтрак,"150 961 РУБ",Kata Sea Breeze,"3",150961.0,РУБ,Ката,Пхукет,"500 м",Пхукет,Ката,"500 м"
33,Kata Sea Breeze 3*,"4.2","140 933","Отель, состоящий из трех корпусов, располагает 4 бассейнами. Отель в юго-западной части острова, примерно в 500 м от пляжа Ката. К услугам гостей: спа-салон с тренажерным залом, ресторан, несколько баров, детская игровая комната.","Ката, Пхукет, 500 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=kata-sea-breeze,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",greenery room,BB - Только завтрак,"154 549 РУБ",Kata Sea Breeze,"3",154549.0,РУБ,Ката,Пхукет,"500 м",Пхукет,Ката,"500 м"
34,Kata Sea Breeze 3*,"4.2","140 933","Отель, состоящий из трех корпусов, располагает 4 бассейнами. Отель в юго-западной части острова, примерно в 500 м от пляжа Ката. К услугам гостей: спа-салон с тренажерным залом, ресторан, несколько баров, детская игровая комната.","Ката, Пхукет, 500 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=kata-sea-breeze,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",greenery room,BB - Только завтрак,"155 192 РУБ",Kata Sea Breeze,"3",155192.0,РУБ,Ката,Пхукет,"500 м",Пхукет,Ката,"500 м"
35,Kata Sea Breeze 3*,"4.2","140 933","Отель, состоящий из трех корпусов, располагает 4 бассейнами. Отель в юго-западной части острова, примерно в 500 м от пляжа Ката. К услугам гостей: спа-салон с тренажерным залом, ресторан, несколько баров, детская игровая комната.","Ката, Пхукет, 500 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=kata-sea-breeze,TezTour,"2025-09-04 00:00:00","7 нч",sea breeze room,BB - Только завтрак,"155 782 РУБ",Kata Sea Breeze,"3",155782.0,РУБ,Ката,Пхукет,"500 м",Пхукет,Ката,"500 м"
36,Kata Sea Breeze 3*,"4.2","140 933","Отель, состоящий из трех корпусов, располагает 4 бассейнами. Отель в юго-западной части острова, примерно в 500 м от пляжа Ката. К услугам гостей: спа-салон с тренажерным залом, ресторан, несколько баров, детская игровая комната.","Ката, Пхукет, 500 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=kata-sea-breeze,Lets Fly,"2025-09-08 00:00:00","8 + 1 нч",sea breeze room,BB - Только завтрак,"161 544 РУБ",Kata Sea Breeze,"3",161544.0,РУБ,Ката,Пхукет,"500 м",Пхукет,Ката,"500 м"
37,Kata Sea Breeze 3*,"4.2","140 933","Отель, состоящий из трех корпусов, располагает 4 бассейнами. Отель в юго-западной части острова, примерно в 500 м от пляжа Ката. К услугам гостей: спа-салон с тренажерным залом, ресторан, несколько баров, детская игровая комната.","Ката, Пхукет, 500 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=kata-sea-breeze,TezTour,"2025-09-04 00:00:00","7 нч",greenery room,BB - Только завтрак,"161 868 РУБ",Kata Sea Breeze,"3",161868.0,РУБ,Ката,Пхукет,"500 м",Пхукет,Ката,"500 м"
38,Kata Sea Breeze 3*,"4.2","140 933","Отель, состоящий из трех корпусов, располагает 4 бассейнами. Отель в юго-западной части острова, примерно в 500 м от пляжа Ката. К услугам гостей: спа-салон с тренажерным залом, ресторан, несколько баров, детская игровая комната.","Ката, Пхукет, 500 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=kata-sea-breeze,Space Travel,"2025-09-05 00:00:00","5 + 1 нч",sea breeze room,BB - Только завтрак,"162 021 РУБ",Kata Sea Breeze,"3",162021.0,РУБ,Ката,Пхукет,"500 м",Пхукет,Ката,"500 м"
39,Kata Sea Breeze 3*,"4.2","140 933","Отель, состоящий из трех корпусов, располагает 4 бассейнами. Отель в юго-западной части острова, примерно в 500 м от пляжа Ката. К услугам гостей: спа-салон с тренажерным залом, ресторан, несколько баров, детская игровая комната.","Ката, Пхукет, 500 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=kata-sea-breeze,Lets Fly,"2025-09-08 00:00:00","8 + 1 нч",sea breeze room,BB - Только завтрак,"162 315 РУБ",Kata Sea Breeze,"3",162315.0,РУБ,Ката,Пхукет,"500 м",Пхукет,Ката,"500 м"
40,Cosy Beach Hotel 4*,"4.2","121 431","Популярный отель для семейного отдыха в южной части Паттайи, на холме в бухте Клифф, примерно в 10 минутах езды до центра города. Спуститься к морю можно через живописный сад. Рядом находится «русский квартал» Паттайи, а также множество ресторанов и кафе.","Пратамнак Хилл, Паттайя, 100 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=cosy-beach,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",standard,BB - Только завтрак,"121 431 РУБ",Cosy Beach Hotel,"4",121431.0,РУБ,Пратамнак Хилл,Паттайя,"100 м",Паттайя,Пратамнак Хилл,"100 м"
41,Cosy Beach Hotel 4*,"4.2","121 431","Популярный отель для семейного отдыха в южной части Паттайи, на холме в бухте Клифф, примерно в 10 минутах езды до центра города. Спуститься к морю можно через живописный сад. Рядом находится «русский квартал» Паттайи, а также множество ресторанов и кафе.","Пратамнак Хилл, Паттайя, 100 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=cosy-beach,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",superior seaview,BB - Только завтрак,"136 150 РУБ",Cosy Beach Hotel,"4",136150.0,РУБ,Пратамнак Хилл,Паттайя,"100 м",Паттайя,Пратамнак Хилл,"100 м"
42,Cosy Beach Hotel 4*,"4.2","121 431","Популярный отель для семейного отдыха в южной части Паттайи, на холме в бухте Клифф, примерно в 10 минутах езды до центра города. Спуститься к морю можно через живописный сад. Рядом находится «русский квартал» Паттайи, а также множество ресторанов и кафе.","Пратамнак Хилл, Паттайя, 100 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=cosy-beach,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",superior seaview family,BB - Только завтрак,"141 026 РУБ",Cosy Beach Hotel,"4",141026.0,РУБ,Пратамнак Хилл,Паттайя,"100 м",Паттайя,Пратамнак Хилл,"100 м"
43,Cosy Beach Hotel 4*,"4.2","121 431","Популярный отель для семейного отдыха в южной части Паттайи, на холме в бухте Клифф, примерно в 10 минутах езды до центра города. Спуститься к морю можно через живописный сад. Рядом находится «русский квартал» Паттайи, а также множество ресторанов и кафе.","Пратамнак Хилл, Паттайя, 100 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=cosy-beach,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",deluxe roh,BB - Только завтрак,"143 509 РУБ",Cosy Beach Hotel,"4",143509.0,РУБ,Пратамнак Хилл,Паттайя,"100 м",Паттайя,Пратамнак Хилл,"100 м"
44,Cosy Beach Hotel 4*,"4.2","121 431","Популярный отель для семейного отдыха в южной части Паттайи, на холме в бухте Клифф, примерно в 10 минутах езды до центра города. Спуститься к морю можно через живописный сад. Рядом находится «русский квартал» Паттайи, а также множество ресторанов и кафе.","Пратамнак Хилл, Паттайя, 100 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=cosy-beach,Турплатформа,"2025-09-01 00:00:00","4 + 1 нч",superior seaview,BB - Только завтрак,"144 705 РУБ",Cosy Beach Hotel,"4",144705.0,РУБ,Пратамнак Хилл,Паттайя,"100 м",Паттайя,Пратамнак Хилл,"100 м"
45,Cosy Beach Hotel 4*,"4.2","121 431","Популярный отель для семейного отдыха в южной части Паттайи, на холме в бухте Клифф, примерно в 10 минутах езды до центра города. Спуститься к морю можно через живописный сад. Рядом находится «русский квартал» Паттайи, а также множество ресторанов и кафе.","Пратамнак Хилл, Паттайя, 100 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=cosy-beach,Lets Fly,"2025-09-08 00:00:00","9 + 1 нч",standard,BB - Только завтрак,"145 125 РУБ",Cosy Beach Hotel,"4",145125.0,РУБ,Пратамнак Хилл,Паттайя,"100 м",Паттайя,Пратамнак Хилл,"100 м"
46,Cosy Beach Hotel 4*,"4.2","121 431","Популярный отель для семейного отдыха в южной части Паттайи, на холме в бухте Клифф, примерно в 10 минутах езды до центра города. Спуститься к морю можно через живописный сад. Рядом находится «русский квартал» Паттайи, а также множество ресторанов и кафе.","Пратамнак Хилл, Паттайя, 100 м до моря",https://tourcart.ru/hotel?cd=98899954#!/hotel=cosy-beach,Lets Fly,"2025-09-08 00:00:00","8 + 1 нч",standard,BB - Только завтрак,"146 673 РУБ",Cosy Beach Hotel,"4",146673.0,РУБ,Пратамнак Хилл,Паттайя,"100 м",Паттайя,Пратамнак Хилл,"100 м"
